environment,11,0,0.04781
information,11,0,0.0466
institution,11,0,0.04973
interesting,11,0,0.04609
opportunity,11,0,0.04766
participant,11,0,0.04384
performance,11,0,0.04488
significant,11,0,0.04438
traditional,11,0,0.04225
organization,12,0,0.04702
particularly,12,0,0.0477
professional,12,0,0.05015
relationship,12,0,0.04608
environmental,13,0,0.0513
international,13,0,0.04994
administration,14,1,0.05491
